<<<<<<<< HEAD:datasets/LLM_generated/pricesLLMGlobal.csv
Country,University,CollegeRank,Tuition,PercOfIntStud,AcceptanceRate,SafetyIndex,LivingCost,RentCost,GroceriesCost,RecreationCost,HealthcareCost,TransportCost,Link,Computer Science,Business,Economics,Psychology,Biology,Law,Medicine,Mathematics,Art,Physics,Latitude,Longitude,Ranking,region,SafetyCategory
SPAIN,University of Valencia,286,3000,10,65,85,1200,500,250,150,250,60,https://www.uv.es,1,1,1,1,1,1,1,1,1,1,39.485,-0.4943,599.0,Europe,high-safety
SPAIN,University of Zaragoza,317,1500,7,70,88,900,350,250,150,200,40,https://www.unizar.es,1,1,1,1,1,1,1,1,1,1,41.6488,-0.8891,999.0,Europe,high-safety
SPAIN,University of Santiago de Compostela,618,1800,5,60,82,900,400,250,100,250,35,https://www.usc.es,1,1,1,1,1,1,1,1,1,1,42.8763,-8.5544,763.0,Europe,high-safety
SPAIN,Polytechnic University of Valencia,644,2000,15,70,75,800,350,150,70,150,50,https://www.upv.es,1,1,1,0,1,0,0,1,1,1,39.4812,-0.3406,749.0,Europe,high-safety
SPAIN,Polytechnic University of Madrid,601,3500,7,35,85,1000,500,250,100,200,45,https://www.upm.es,1,1,0,0,0,0,0,1,1,1,40.4409,-3.726,2001.0,Europe,high-safety
SPAIN,Rovira i Virgili University,801,2000,10,60,78,900,400,200,80,250,40,https://www.urv.cat,1,1,1,1,1,0,1,1,1,1,41.1167,1.2481,578.0,Europe,high-safety
SPAIN,University of Oviedo,706,1200,5,75,80,900,350,150,100,250,45,https://www.uniovi.es,1,1,1,1,1,1,1,1,1,1,43.3623,-5.8496,942.0,Europe,high-safety
SPAIN,University of La Laguna,850,1200,5,70,80,800,350,200,70,250,40,https://www.ull.es,1,1,1,1,1,0,0,1,0,0,28.4818,-16.3161,1099.0,Europe,high-safety
SRI LANKA,University of Colombo,1001+,1000,5,50,60,400,150,100,50,100,20,https://www.cmb.ac.lk,1,1,1,1,1,1,1,0,1,1,6.9008,79.8585,1035.0,Asia,medium-safety
SWEDEN,Lund University,52,12000,20,34,90,1400,700,300,150,300,70,https://www.lu.se,1,1,1,1,1,1,1,1,1,1,55.7047,13.191,107.0,Europe,high-safety
SWEDEN,University of Gothenburg,75,8000,19,40,90,1600,800,300,150,350,70,https://www.gu.se,1,1,1,1,1,1,1,1,1,1,57.689,11.9746,213.0,Europe,high-safety
SWEDEN,Umea University,256,9000,11,60,92,1200,500,250,150,300,50,https://www.umu.se,1,1,1,1,1,1,1,1,1,1,63.821,20.3053,493.0,Europe,high-safety
SWEDEN,Uppsala University,496,10000,12,75,92,1500,700,300,180,300,60,https://www.uu.se,1,1,1,1,1,1,1,1,1,1,59.8586,17.6389,142.0,Europe,high-safety
SWITZERLAND,ETH Zurich,7,1500,38,27,85,2000,1200,350,200,800,90,https://ethz.ch/en.html,1,1,1,0,1,0,0,1,0,1,47.3769,8.5417,11.0,Europe,high-safety
SWITZERLAND,Ecole Polytechnique Federale de Lausanne,40,1200,48,27,90,2000,1200,400,200,1000,100,https://www.epfl.ch,1,1,1,0,1,0,0,1,0,1,46.5191,6.5668,33.0,Europe,high-safety
SWITZERLAND,University of Zurich,55,1500,20,23,92,2000,1200,400,200,800,100,https://www.uzh.ch/en.html,1,1,1,1,1,1,1,1,1,1,47.3744,8.5481,80.0,Europe,high-safety
SWITZERLAND,University of Geneva,65,1000,35,21,91,2200,1300,400,200,800,90,https://www.unige.ch,1,1,1,1,1,1,1,1,1,1,46.1998,6.1443,183.0,Europe,high-safety
SWITZERLAND,University of Basel,85,1700,23,25,91,2300,1200,400,250,700,90,https://www.unibas.ch,1,1,1,1,1,1,1,1,1,1,47.5586,7.5834,123.0,Europe,high-safety
SWITZERLAND,University of Bern,102,1500,18,30,93,2400,1100,400,250,600,70,https://www.unibe.ch,1,1,1,1,1,1,1,1,1,1,46.9506,7.438,116.0,Europe,high-safety
SWITZERLAND,University of Lausanne,543,1200,38,41,92,1800,800,400,200,500,80,https://www.unil.ch,1,1,1,1,1,1,1,1,1,1,46.5191,6.6332,143.0,Europe,high-safety
SWITZERLAND,University of St. Gallen,500,3500,25,40,95,1500,900,400,120,500,60,https://www.unisg.ch,0,1,1,0,0,1,0,0,0,0,47.4231,9.3757,388.0,Europe,high-safety
SYRIA,Damascus University,1001+,500,5,60,40,300,100,70,30,50,20,https://www.damascusuniversity.edu.sy,1,1,1,1,1,1,1,1,1,1,33.5094,36.3064,2001.0,Asia,low-medium-safety
TAIWAN,National Taiwan University,159,5000,11,30,85,1000,400,250,150,300,50,https://www.ntu.edu.tw,1,1,1,1,1,1,1,1,1,1,25.0173,121.5398,153.0,Asia,high-safety
TAIWAN,"China Medical University, Taiwan",629,10000,5,45,78,800,300,200,70,200,40,https://english.cmu.edu.tw,0,0,0,0,1,0,1,0,0,0,24.1515,120.6838,307.0,Asia,high-safety
TAIWAN,Chang Gung University,700,3800,15,60,80,750,300,200,60,350,35,https://www.cgu.edu.tw,1,0,1,0,1,0,1,1,0,1,25.0574,121.5439,633.0,Asia,high-safety
TANZANIA,University of Dar es Salaam,1001+,2000,8,50,60,450,150,100,50,100,20,https://www.udsm.ac.tz,1,1,1,1,1,1,1,1,1,1,-6.7736,39.2083,1592.0,Africa,medium-safety
THAILAND,Chulalongkorn University,172,2500,8,20,80,800,350,200,120,300,40,https://www.chula.ac.th,1,1,1,1,1,1,1,1,1,1,13.7386,100.5327,634.0,Asia,high-safety
THAILAND,Mahidol University,649,5000,7,70,85,600,250,100,50,200,20,https://www.mahidol.ac.th,1,1,1,1,1,1,1,1,1,1,13.7945,100.3233,702.0,Asia,high-safety
TUNISIA,University of Tunis El Manar,1001+,1000,3,45,60,500,200,100,50,80,20,http://www.utm.rnu.tn,1,1,1,1,1,1,1,0,1,1,36.8028,10.1794,986.0,Africa,medium-safety
TURKEY,Koc University,148,17500,8,12,70,800,300,150,100,300,40,https://www.ku.edu.tr,1,1,1,1,1,1,1,1,1,1,41.2056,29.0374,378.0,Asia,medium-high safety
TURKEY,Hacettepe University,309,1500,4,40,65,600,250,150,100,100,30,https://www.hacettepe.edu.tr,1,1,1,1,1,0,1,1,1,1,39.8723,32.6484,661.0,Asia,medium-high safety
TURKEY,Bogazici University,1001+,2500,12,30,60,600,300,150,100,200,40,https://www.boun.edu.tr,1,1,1,1,1,1,1,1,1,1,41.0845,29.0512,2001.0,Asia,medium-safety
UGANDA,Makerere University,1001+,1500,7,50,55,400,100,80,30,60,20,https://www.mak.ac.ug,1,1,1,1,1,1,1,1,1,1,0.3311,32.5764,916.0,Africa,medium-safety
UKRAINE,Taras Shevchenko National University of Kyiv,1001+,2000,5,70,50,500,250,150,80,100,20,http://www.univ.kiev.ua,1,1,1,1,1,1,1,1,1,1,50.4438,30.5116,1450.0,Europe,low-medium-safety
UNITED ARAB EMIRATES,Khalifa University,1001+,15000,40,25,85,1500,800,250,200,400,150,https://www.ku.ac.ae,1,1,1,0,1,0,1,1,0,1,24.4214,54.4341,266.0,Asia,high-safety
UNITED KINGDOM,University of Cambridge,6,35000,41,21,82,1400,800,250,130,500,70,https://www.cam.ac.uk/,1,1,1,1,1,1,1,1,1,1,52.2043,0.1166,5.0,Europe,high-safety
UNITED KINGDOM,Imperial College London,8,40000,60,14,77,1600,1000,300,150,600,100,https://www.imperial.ac.uk/,1,1,1,0,1,0,1,1,0,1,51.4988,-0.1749,8.0,Europe,high-safety
UNITED KINGDOM,UCL,10,38000,48,15,78,1500,900,280,140,600,90,https://www.ucl.ac.uk/,1,1,1,1,1,1,1,1,1,1,51.5246,-0.134,22.0,Europe,high-safety
UNITED KINGDOM,London School of Economics and Political Science,22,24000,67,8,65,2000,1200,400,200,500,150,https://www.lse.ac.uk,0,1,1,1,0,1,0,1,0,0,51.5145,-0.1165,46.0,Europe,medium-high safety
UNITED KINGDOM,Kings College London,33,25000,45,13,70,2200,1300,400,200,500,150,https://www.kcl.ac.uk,1,1,1,1,1,1,1,1,1,1,51.5118,-0.1153,38.0,Europe,medium-high safety
UNITED KINGDOM,University of Manchester,38,22000,41,59,70,1400,800,300,150,400,75,https://www.manchester.ac.uk,1,1,1,1,1,1,1,1,1,1,53.4668,-2.2339,51.0,Europe,medium-high safety
UNITED KINGDOM,University of Leeds,63,23000,27,46,83,1400,700,250,150,400,60,https://www.leeds.ac.uk,1,1,1,1,1,1,1,1,1,1,53.8077,-1.5529,129.0,Europe,high-safety
UNITED KINGDOM,University of Liverpool,68,21000,27,48,80,1300,600,250,150,400,60,https://www.liverpool.ac.uk,1,1,1,1,1,1,1,1,1,1,53.4066,-2.9665,171.0,Europe,high-safety
UNITED KINGDOM,University of St Andrews,93,25000,30,41,92,1800,900,350,200,500,60,https://www.st-andrews.ac.uk,1,1,1,1,1,1,0,1,1,1,56.3398,-2.7967,196.0,Europe,high-safety
UNITED KINGDOM,University of Reading,112,18000,25,20,85,1600,750,350,180,500,60,https://www.reading.ac.uk,1,1,1,1,1,1,1,1,1,1,51.4418,-0.9416,235.0,Europe,high-safety
UNITED KINGDOM,Newcastle University,144,20000,25,37,87,1400,600,250,150,400,60,https://www.ncl.ac.uk,1,1,1,1,1,1,1,1,1,1,54.9783,-1.6174,172.0,Europe,high-safety
UNITED KINGDOM,University of Bath,280,19000,32,20,83,1300,600,250,120,250,60,https://www.bath.ac.uk,1,1,1,1,1,1,0,1,1,1,51.381,-2.361,251.0,Europe,high-safety
UNITED KINGDOM,University of Hull,292,15000,14,79,82,1300,500,250,150,300,60,https://www.hull.ac.uk,1,1,1,1,1,1,0,1,1,1,53.767,-0.327,438.0,Europe,high-safety
UNITED KINGDOM,University of East Anglia,305,18000,23,79,85,1400,600,300,150,300,50,https://www.uea.ac.uk,1,1,1,1,1,1,0,1,1,1,52.6244,1.2903,258.0,Europe,high-safety
UNITED KINGDOM,University of Salford,315,14500,20,75,82,1300,500,300,150,300,50,https://www.salford.ac.uk,1,1,1,1,1,1,0,1,1,1,53.48,-2.2961,962.0,Europe,high-safety
UNITED KINGDOM,University of Aberdeen,351,17500,25,78,85,1400,600,300,150,300,50,https://www.abdn.ac.uk,1,1,1,1,1,1,1,1,1,1,57.1655,-2.0999,204.0,Europe,high-safety
UNITED KINGDOM,University of Leicester,397,18000,21,72,84,1400,600,270,170,300,55,https://le.ac.uk,1,1,1,1,1,1,1,1,1,1,52.62,-1.1265,220.0,Europe,high-safety
UNITED KINGDOM,University of Surrey,468,19000,35,60,82,1600,650,300,160,300,55,https://www.surrey.ac.uk,1,1,1,1,1,1,0,1,1,1,51.2426,-0.5905,294.0,Europe,high-safety
UNITED KINGDOM,University of Sussex,469,20000,36,58,83,1600,700,320,170,300,60,https://www.sussex.ac.uk,1,1,1,1,1,1,0,1,1,1,50.867,-0.087,241.0,Europe,high-safety
UNITED KINGDOM,University of Strathclyde,616,20000,24,42,75,1600,800,300,120,300,70,https://www.strath.ac.uk,1,1,1,1,1,1,0,1,1,1,55.8611,-4.2443,338.0,Europe,high-safety
UNITED KINGDOM,Swansea University,707,18400,22,82,78,1150,600,200,150,300,50,https://www.swansea.ac.uk,1,1,1,1,1,1,0,1,1,1,51.6096,-3.9804,296.0,Europe,high-safety
UNITED KINGDOM,"Royal Holloway, University of London",400,12000,30,80,75,1500,800,250,120,300,100,https://www.royalholloway.ac.uk,1,1,1,1,0,1,0,1,1,1,51.4249,-0.5616,332.0,Europe,high-safety
UNITED KINGDOM,Brunel University London,700,6500,30,50,85,1200,650,300,120,400,50,https://www.brunel.ac.uk,1,1,1,1,0,1,0,1,0,1,51.5321,-0.4691,356.0,Europe,high-safety
UNITED KINGDOM,Loughborough University,600,7000,25,45,80,1100,600,250,120,500,60,https://www.lboro.ac.uk,1,1,1,0,1,0,0,1,0,1,52.7653,-1.2264,274.0,Europe,high-safety
UNITED KINGDOM,"Institute of Cancer Research, University of London",600,9000,25,40,85,1300,700,300,150,600,60,https://www.icr.ac.uk,0,0,0,0,1,0,1,0,0,0,51.2963,-0.2063,2001.0,Europe,high-safety
UNITED KINGDOM,University of Oxford,1,15000,40,18,80,1200,600,250,150,250,100,https://www.ox.ac.uk,1,1,1,1,1,1,1,1,1,1,51.7548,-1.2544,1.0,Europe,high-safety
UNITED STATES,University of Miami,247,45000,13,33,60,1200,700,250,150,500,50,https://www.miami.edu,1,1,1,1,1,1,1,1,1,1,25.7215,-80.2781,225.0,Northern America,medium-safety
UNITED STATES,University of Delaware,257,30000,9,66,70,1200,600,250,150,500,50,https://www.udel.edu,1,1,1,1,1,0,0,1,1,1,39.6824,-75.754,424.0,Northern America,medium-high safety
UNITED STATES,University of Kansas,258,28000,7,93,65,1100,550,220,130,450,45,https://www.ku.edu,1,1,1,1,1,1,1,1,1,1,38.9544,-95.2558,377.0,Northern America,medium-high safety
UNITED STATES,University of Nebraska Lincoln,259,25000,8,78,72,1100,500,200,100,400,50,https://www.unl.edu,1,1,1,1,1,0,0,1,1,1,40.8206,-96.7056,462.0,Northern America,medium-high safety
UNITED STATES,University of Oklahoma,260,24000,6,80,68,1000,450,200,100,400,45,https://www.ou.edu,1,1,1,1,1,1,0,1,1,1,35.2058,-97.4457,2001.0,Northern America,medium-high safety
UNITED STATES,University of South Carolina,259,30000,9,68,70,1200,600,250,150,500,50,https://sc.edu,1,1,1,1,1,1,0,1,1,1,33.9966,-81.0272,481.0,Northern America,medium-high safety
UNITED STATES,University of Tennessee,260,31000,7,79,65,1100,550,220,130,450,45,https://www.utk.edu,1,1,1,1,1,0,0,1,1,1,35.9543,-83.9294,2001.0,Northern America,medium-high safety
UNITED STATES,University of Utah,261,29000,8,62,75,1200,600,250,150,500,50,https://www.utah.edu,1,1,1,1,1,1,1,1,1,1,40.7645,-111.8422,247.0,Northern America,high-safety
UNITED STATES,University of Iowa,262,28000,7,83,68,1100,550,220,130,450,45,https://uiowa.edu,1,1,1,1,1,1,1,1,1,1,41.6611,-91.5302,217.0,Northern America,medium-high safety
UNITED STATES,University of Oregon,263,32000,9,83,72,1200,600,250,150,500,50,https://www.uoregon.edu,1,1,1,1,1,1,0,1,1,1,44.0521,-123.0867,465.0,Northern America,medium-high safety
UNITED STATES,University of New Mexico,267,27000,5,96,68,1000,500,200,120,400,40,https://www.unm.edu,1,1,1,1,1,1,1,1,1,1,35.085,-106.605,2001.0,Northern America,medium-high safety
UNITED STATES,University of South Florida,386,22000,8,49,77,1700,700,350,200,450,60,https://www.usf.edu,1,1,1,1,1,1,1,1,1,1,27.9478,-82.4572,132.0,Northern America,high-safety
UNITED STATES,University of Alabama at Birmingham,391,24000,5,81,75,1500,650,300,180,400,50,https://www.uab.edu,1,1,1,1,1,1,1,1,1,1,33.5024,-86.8063,101.0,Northern America,high-safety
UNITED STATES,University of Arkansas,392,23000,4,77,76,1400,600,280,160,380,55,https://www.uark.edu,1,1,1,1,1,1,0,1,1,1,36.0687,-94.1732,614.0,Northern America,high-safety
UNITED STATES,University of Georgia,394,28000,7,48,79,1600,650,300,180,450,60,https://www.uga.edu,1,1,1,1,1,1,0,1,1,1,33.9519,-83.373,368.0,Northern America,high-safety
UNITED STATES,University of Houston,395,25000,8,63,74,1600,650,320,170,400,55,https://www.uh.edu,1,1,1,1,1,1,0,1,1,1,29.7199,-95.3422,541.0,Northern America,medium-high safety
UNITED STATES,University of Louisville,398,25000,4,69,76,1500,650,300,180,400,55,https://louisville.edu,1,1,1,1,1,1,1,1,1,1,38.2161,-85.7585,2001.0,Northern America,high-safety
UNITED STATES,University of Rochester,463,55000,27,30,72,1800,800,350,200,600,65,https://www.rochester.edu,1,1,1,1,1,0,1,1,1,1,43.1573,-77.6158,133.0,Northern America,medium-high safety
UNITED STATES,University of Southern California,465,60000,23,13,65,2200,1200,350,250,600,70,https://www.usc.edu,1,1,1,1,1,1,1,1,1,1,34.0224,-118.2851,74.0,Northern America,medium-high safety
UNITED STATES,University of Texas at Austin,474,40000,10,32,72,1800,900,350,200,400,60,https://www.utexas.edu,1,1,1,1,1,1,1,1,1,1,30.2849,-97.7341,52.0,Northern America,medium-high safety
UNITED STATES,University of Texas at Dallas,475,36000,18,79,75,1600,750,320,180,400,55,https://www.utdallas.edu,1,1,1,1,1,0,0,1,1,1,32.9866,-96.7501,396.0,Northern America,high-safety
UNITED STATES,University of Texas Health Science Center,476,45000,5,20,70,1900,950,370,220,500,65,https://www.uth.edu,0,0,0,1,1,0,1,0,0,0,29.7108,-95.4013,2001.0,Northern America,medium-high safety
UNITED STATES,University of Texas Medical Branch,477,42000,4,21,73,1800,880,350,190,500,60,https://www.utmb.edu,0,0,0,1,1,0,1,0,0,0,29.3104,-94.7703,2001.0,Northern America,medium-high safety
UNITED STATES,University of Texas Southwestern Medical Center,478,43000,3,15,74,2000,1000,380,230,500,65,https://www.utsouthwestern.edu,0,0,0,1,1,0,1,0,0,0,32.8176,-96.8451,2001.0,Northern America,medium-high safety
UNITED STATES,University of Virginia,485,42000,11,24,78,1900,900,370,210,450,70,https://www.virginia.edu,1,1,1,1,1,1,0,1,1,1,38.0336,-78.508,166.0,Northern America,high-safety
UNITED STATES,University of Wisconsin Madison,490,39000,14,57,80,1800,850,360,200,450,65,https://www.wisc.edu,1,1,1,1,1,1,1,1,1,1,43.0766,-89.4125,63.0,Northern America,high-safety
UNITED STATES,Vanderbilt University,498,53000,10,11,75,2200,1200,400,250,500,80,https://www.vanderbilt.edu,1,1,1,1,1,1,1,1,1,1,36.1447,-86.8027,93.0,Northern America,high-safety
UNITED STATES,Virginia Commonwealth University,500,36000,9,87,72,1800,900,350,190,450,65,https://www.vcu.edu,1,1,1,1,1,1,1,1,1,1,37.5483,-77.452,499.0,Northern America,medium-high safety
UNITED STATES,University of Connecticut,535,32000,9,56,72,1300,700,300,150,500,70,https://www.uconn.edu,1,1,1,1,1,1,0,1,1,1,41.8084,-72.2495,362.0,Northern America,medium-high safety
UNITED STATES,University of Kentucky,542,10000,6,96,76,1100,500,250,90,350,60,https://www.uky.edu,1,1,1,1,1,1,0,1,1,1,38.0317,-84.5037,448.0,Northern America,high-safety
UNITED STATES,University of Nebraska Medical Center,549,32000,7,40,72,1500,600,250,150,600,70,https://www.unmc.edu,0,0,0,1,1,0,1,0,0,0,41.2568,-95.9775,569.0,Northern America,medium-high safety
UNITED STATES,"University of Nevada, Reno",550,22000,5,88,70,1400,550,250,120,500,60,https://www.unr.edu,1,1,1,1,1,0,0,1,1,1,39.5443,-119.8164,2001.0,Northern America,medium-high safety
UNITED STATES,University of New Hampshire,551,34000,4,85,75,1600,650,300,150,600,70,https://www.unh.edu,1,1,1,1,1,0,0,1,1,1,43.1332,-70.9324,2001.0,Northern America,high-safety
UNITED STATES,University of Notre Dame,552,50000,11,19,80,2000,800,350,200,700,80,https://www.nd.edu,1,1,1,1,1,0,0,1,1,1,41.7056,-86.2353,199.0,Northern America,high-safety
UNITED STATES,University of Oklahoma Health Sciences Center,553,30000,5,65,73,1300,550,250,100,500,60,https://www.ouhsc.edu,0,0,0,1,1,0,1,0,0,0,35.4772,-97.5087,2001.0,Northern America,medium-high safety
UNITED STATES,University of Texas at Arlington,560,27000,12,78,72,1600,700,250,150,600,80,https://www.uta.edu,1,1,1,1,1,0,0,1,1,1,32.731,-97.1148,778.0,Northern America,medium-high safety
UNITED STATES,University of Vermont,570,37000,5,67,83,1700,800,300,120,450,70,https://www.uvm.edu,1,1,1,1,1,0,1,1,1,1,44.4766,-73.1952,2001.0,Northern America,high-safety
UNITED STATES,Wake Forest University,589,55000,8,29,78,1700,850,320,150,500,70,https://www.wfu.edu,1,1,1,1,1,0,0,1,1,1,36.1352,-80.2781,501.0,Northern America,high-safety
UNITED STATES,Washington State University,590,26000,7,76,80,1500,700,280,120,450,60,https://wsu.edu,1,1,1,1,1,0,0,1,1,1,46.731,-117.1542,347.0,Northern America,high-safety
UNITED STATES,Washington University in St. Louis,591,58000,15,16,75,1800,900,350,150,500,70,https://wustl.edu,1,1,1,1,1,1,1,1,1,1,38.6488,-90.3108,68.0,Northern America,high-safety
UNITED STATES,Wayne State University,592,30000,5,73,72,1600,750,290,120,450,65,https://wayne.edu,1,1,1,1,1,1,1,1,1,1,42.3589,-83.0707,600.0,Northern America,medium-high safety
UNITED STATES,West Virginia University,593,22000,5,83,72,1100,500,250,150,400,60,https://www.wvu.edu,1,1,1,1,1,0,1,1,1,1,39.635,-79.9542,2001.0,Northern America,medium-high safety
UNITED STATES,William & Mary,595,23000,6,38,80,1300,600,280,170,400,65,https://www.wm.edu,1,1,1,1,1,1,0,1,1,1,37.2707,-76.7173,794.0,Northern America,high-safety
UNITED STATES,Worcester Polytechnic Institute,596,46000,8,59,77,1500,700,300,180,500,70,https://www.wpi.edu,1,1,0,0,1,0,0,1,0,1,42.2749,-71.8063,796.0,Northern America,high-safety
UNITED STATES,Wright State University,597,19000,5,96,75,1000,450,250,140,350,55,https://www.wright.edu,1,1,1,1,1,0,1,1,1,1,39.7798,-84.0601,2001.0,Northern America,high-safety
UNITED STATES,Yale University,600,55000,21,6,86,2000,900,400,250,600,80,https://www.yale.edu,1,1,1,1,1,1,1,1,1,1,41.3163,-72.9223,10.0,Northern America,high-safety
UNITED STATES,Thomas Jefferson University,604,35000,8,58,65,1800,800,300,200,800,70,https://www.jefferson.edu,0,1,0,1,1,0,1,0,1,0,39.95,-75.1573,2001.0,Northern America,medium-high safety
UNITED STATES,Tulane University,607,50000,10,13,60,2000,900,350,250,900,100,https://tulane.edu,1,1,1,1,1,1,1,1,1,1,29.939,-90.12,491.0,Northern America,medium-safety
UNITED STATES,University of Central Florida,602,22500,4,45,60,1600,1000,300,150,800,70,https://www.ucf.edu,1,1,1,1,1,0,1,1,1,1,28.6024,-81.2001,415.0,Northern America,medium-safety
UNITED STATES,University of Texas Health Science Center at San Antonio,604,22000,3,15,60,1400,900,300,150,1200,60,https://www.uthscsa.edu,0,0,0,0,1,0,1,0,0,0,29.506,-98.5755,2001.0,Northern America,medium-safety
UNITED STATES,University of Alabama - Tuscaloosa,610,31000,4,80,60,1600,900,350,150,600,70,https://www.ua.edu,1,1,1,1,1,1,0,1,1,1,33.2125,-87.5458,2001.0,Northern America,medium-safety
UNITED STATES,Syracuse University,612,46000,19,69,60,1900,1100,350,150,600,70,https://www.syr.edu,1,1,1,1,1,1,0,1,1,1,43.0379,-76.1318,485.0,Northern America,medium-safety
UNITED STATES,Rush University,615,45000,6,37,58,2200,1300,400,200,800,100,https://www.rush.edu,0,0,0,1,1,0,1,0,0,0,41.8745,-87.6696,579.0,Northern America,medium-safety
UNITED STATES,Lehigh University,619,50000,9,32,72,2100,1200,400,150,700,100,https://www.lehigh.edu,1,1,1,1,1,0,0,1,1,1,40.6078,-75.3805,696.0,Northern America,medium-high safety
UNITED STATES,Florida International University,620,18500,8,58,64,2000,1200,400,150,600,100,https://www.fiu.edu,1,1,1,1,1,1,1,1,1,1,25.7574,-80.3742,428.0,Northern America,medium-safety
UNITED STATES,Kansas State University,625,24000,5,94,70,1500,800,350,100,600,70,https://www.k-state.edu,1,1,1,1,1,0,0,1,1,1,39.1922,-96.5827,687.0,Northern America,medium-high safety
UNITED STATES,University of Tennessee Health Science Center,627,34000,3,40,68,1600,800,400,100,700,80,https://www.uthsc.edu,0,0,0,0,1,0,1,0,0,0,35.1391,-90.0304,2001.0,Northern America,medium-high safety
UNITED STATES,University of Hawaii at Manoa,633,34000,7,83,75,2000,1100,400,150,1200,100,https://manoa.hawaii.edu,1,1,1,1,1,1,1,1,1,1,21.2971,-157.8174,214.0,Northern America,high-safety
UNITED STATES,Baylor University,640,40000,5,68,80,1200,600,250,100,1000,50,https://www.baylor.edu,1,1,1,1,1,1,1,1,1,1,31.5493,-97.1147,620.0,Northern America,high-safety
UNITED STATES,Boston College,647,45000,9,27,85,1500,800,300,100,1200,80,https://www.bc.edu,1,1,1,1,1,1,1,1,1,1,42.3356,-71.1685,254.0,Northern America,high-safety
UNITED STATES,University of Colorado Denver,657,30000,15,70,85,1500,750,300,100,1000,70,https://www.ucdenver.edu,1,1,1,1,1,1,1,1,1,1,39.7468,-104.9915,530.0,Northern America,high-safety
UNITED STATES,Georgia State University,667,27000,10,70,75,1400,800,300,100,1000,80,https://www.gsu.edu,1,1,1,1,1,1,1,1,1,1,33.7531,-84.3863,432.0,Northern America,high-safety
UNITED STATES,Auburn University,721,29000,7,85,72,1800,850,300,150,400,60,https://www.auburn.edu,1,1,1,1,1,0,0,1,1,1,32.601,-85.4828,512.0,Northern America,medium-high safety
UNITED STATES,Mayo Clinic College of Medicine and Science,150,54600,5,2,70,2000,1000,400,300,2000,100,https://college.mayo.edu,0,0,0,0,1,0,1,0,0,0,44.0217,-92.4666,2001.0,Northern America,medium-high safety
UNITED STATES,Antioch College,703,31150,3,80,65,1365,600,250,150,500,60,https://antiochcollege.edu,0,1,1,1,1,0,0,1,1,0,39.8033,-83.8908,2001.0,Northern America,medium-high safety
UNITED STATES,Oklahoma State University,704,20950,6,67,70,1275,500,200,150,400,60,https://go.okstate.edu,1,1,1,1,1,0,0,1,1,1,36.1225,-97.068,735.0,Northern America,medium-high safety
UNITED STATES,University of Arkansas - Fayetteville,705,18000,4,77,68,1185,480,180,120,350,55,https://www.uark.edu,1,1,1,1,1,0,0,1,1,1,36.0687,-94.176,2001.0,Northern America,medium-high safety
UNITED STATES,Clemson University,711,19500,5,61,70,1350,550,200,150,400,60,https://www.clemson.edu,1,1,1,1,1,0,0,1,1,1,34.6767,-82.8369,2001.0,Northern America,medium-high safety
UNITED STATES,Colorado School of Mines,712,37000,8,53,75,1500,700,250,200,450,70,https://www.mines.edu,1,0,1,0,0,0,0,1,0,1,39.7518,-105.2226,2001.0,Northern America,high-safety
UNITED STATES,San Diego State University,300,8000,25,35,75,1200,600,300,150,600,70,https://www.sdsu.edu,1,1,1,1,1,0,1,1,0,1,32.7756,-117.0713,963.0,Northern America,high-safety
UNITED STATES,Massachusetts Institute of Technology,1,50000,35,6,75,1800,800,400,200,1200,100,https://www.mit.edu,1,1,1,1,1,1,1,1,1,1,42.3601,-71.0942,3.0,Northern America,high-safety
UNITED STATES,Stanford University,2,53000,23,4,75,1800,1200,350,180,1200,100,https://www.stanford.edu/,1,1,1,1,1,1,1,1,1,1,37.4275,-122.1697,2.0,Northern America,high-safety
UNITED STATES,California Institute of Technology,4,50000,33,6,68,1700,1100,320,170,1150,85,https://www.caltech.edu/,1,0,1,0,1,0,0,1,0,1,34.1377,-118.1253,7.0,Northern America,medium-high safety
UNITED STATES,University of Chicago,9,55000,21,6,65,1700,1000,300,170,1200,85,https://www.uchicago.edu/,1,1,1,1,1,1,0,1,1,1,41.7897,-87.5997,13.0,Northern America,medium-high safety
UNITED STATES,University of Michigan - Ann Arbor,21,47500,15,20,70,1500,800,300,150,1200,60,https://umich.edu,1,1,1,1,1,1,1,1,1,1,42.278,-83.7382,23.0,Northern America,medium-high safety
UNITED STATES,Johns Hopkins University,25,58000,21,11,65,1700,900,350,200,1300,70,https://www.jhu.edu,1,1,1,1,1,1,1,1,1,1,39.3289,-76.6205,15.0,Northern America,medium-high safety
UNITED STATES,University of Washington,26,38000,17,45,75,1600,900,300,150,900,85,https://www.washington.edu,1,1,1,1,1,1,1,1,1,1,47.6553,-122.3035,25.0,Northern America,high-safety
UNITED STATES,"University of California, San Diego",28,44000,22,34,80,1800,1000,350,150,800,80,https://ucsd.edu,1,1,1,1,1,0,1,1,1,1,32.8801,-117.234,34.0,Northern America,high-safety
UNITED STATES,"University of California, Davis",35,44000,18,39,80,1800,1000,350,150,900,85,https://www.ucdavis.edu,1,1,1,1,1,0,1,1,1,1,38.5382,-121.7617,59.0,Northern America,high-safety
